experience_level,employment_type,position,salary_in_usd,remote_ratio,company_size,pais_empleado,pais_empleador
SE,FT,Software Engineer,205000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,190000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,250000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,210000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,250000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,210000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,425000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,320000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,250000,0,M,Europe,Europe
SE,FT,Software Engineer,125000,0,M,Europe,Europe
MI,FT,Software Engineer,154000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,132000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,170000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,130000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,236250,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,135000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,220000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,190000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,80000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,60000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,219107,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,101996,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,405000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,300000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,250000,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,180000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,230000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,160000,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,120275,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,77000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,226710,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,158695,100,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,96750,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,81000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,240000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,200000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,174681,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,75399,100,M,NorthAmerica,NorthAmerica
SE,FT,Engineer,198600,0,M,NorthAmerica,NorthAmerica
SE,FT,Engineer,105800,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,110000,100,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,100000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,244000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,166000,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,65000,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,50000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,218500,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,161500,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,216600,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,216600,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,127050,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,98175,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,355000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,194000,0,M,NorthAmerica,NorthAmerica
SE,FT,Engineer,260000,0,M,NorthAmerica,NorthAmerica
SE,FT,Engineer,163000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,196900,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,173505,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,196900,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,182583,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,196900,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,177406,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,235400,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,199234,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,186000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,125000,100,M,NorthAmerica,NorthAmerica
EN,FT,Data Scientist,355000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Scientist,145000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,120120,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,92820,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,146000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,102000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,42105,0,M,Europe,Europe
EN,FT,Data Analyst,42105,0,M,Europe,Europe
EN,FT,Data Analyst,66900,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,53500,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,85000,100,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,75000,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,216200,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,149600,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,355000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,211536,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,240000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,180128,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,235400,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,212820,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,151800,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,133000,0,M,NorthAmerica,NorthAmerica
SE,FT,Engineer,100100,100,M,NorthAmerica,NorthAmerica
SE,FT,Engineer,73400,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,170000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,112700,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,203000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,147000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,410000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,224682,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,250000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,159182,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,250000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,172931,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,237500,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,137750,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,223999,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,155709,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,57484,0,M,Europe,Europe
MI,FT,Software Engineer,41197,0,M,Europe,Europe
MI,CT,Software Engineer,152000,0,M,NorthAmerica,NorthAmerica
MI,CT,Software Engineer,130000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,218900,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,105100,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,102857,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,71428,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,240000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,170000,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,181000,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,126000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,250000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,170000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,248400,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,178110,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,215400,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,100600,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,34105,0,M,Europe,Europe
EN,FT,Software Engineer,30315,0,M,Europe,Europe
SE,FT,Software Engineer,104000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,76000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,200200,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,178360,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,290180,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,274490,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,165000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,135000,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,110000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,65000,0,M,NorthAmerica,NorthAmerica
EX,FT,Engineer,205000,0,M,NorthAmerica,NorthAmerica
EX,FT,Engineer,185000,0,M,NorthAmerica,NorthAmerica
EN,FT,Engineer,105000,0,M,NorthAmerica,NorthAmerica
EN,FT,Engineer,90000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,170000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,119000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,116658,0,M,Europe,Europe
SE,FT,Data Scientist,93367,0,M,Europe,Europe
SE,FT,Data Scientist,195700,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,104800,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,168000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,116000,0,M,NorthAmerica,NorthAmerica
EX,FT,Software Engineer,297700,0,M,NorthAmerica,NorthAmerica
EX,FT,Software Engineer,160300,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,143750,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,89000,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,178200,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,111000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,83712,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,65100,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,100000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,75000,100,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,125000,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,90000,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,125000,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,85000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,130000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,120000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,141300,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,84800,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,223900,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,135700,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,175000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,150000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,99000,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,55100,100,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,97000,100,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,63600,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,241340,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,153600,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,140000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,112000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,135400,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,65800,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,157150,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,141440,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,294000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,162000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,250000,0,M,Europe,Europe
MI,FT,Software Engineer,175000,0,M,Europe,Europe
EN,FT,Software Engineer,90000,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,76500,0,M,NorthAmerica,NorthAmerica
EX,FT,Software Engineer,188640,0,M,NorthAmerica,NorthAmerica
EX,FT,Software Engineer,125760,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,290433,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,207453,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,174342,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,116228,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,185000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,140000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,150200,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,93974,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,160000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,90000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,235000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,200000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,215500,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,153500,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,155250,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,114750,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,265000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,235000,100,M,NorthAmerica,NorthAmerica
SE,FT,Engineer,149400,0,M,NorthAmerica,NorthAmerica
SE,FT,Engineer,84000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,170760,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,113840,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,56000,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,50000,0,M,NorthAmerica,NorthAmerica
SE,FT,Engineer,170760,0,M,NorthAmerica,NorthAmerica
SE,FT,Engineer,113840,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,170500,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,102500,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,141750,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,84000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,199000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,121000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,162150,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,89700,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,206100,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,115900,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,200000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,150000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,220000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,175000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,185000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,150000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,297600,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,167200,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,291500,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,169500,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,188484,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,157635,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,300000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,144400,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,157850,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,47150,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,190400,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,190400,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,85000,100,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,80000,100,M,NorthAmerica,NorthAmerica
EX,FT,Software Engineer,175000,0,M,NorthAmerica,NorthAmerica
EX,FT,Software Engineer,150000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,213480,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,142320,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,300000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,144400,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,183500,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,133500,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,104500,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,76000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,131770,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,111234,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,195000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,138900,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,297600,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,167200,0,M,NorthAmerica,NorthAmerica
EX,FT,Software Engineer,200000,0,M,Europe,Europe
EX,FT,Software Engineer,100000,0,M,Europe,Europe
SE,FT,Software Engineer,217200,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,111100,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,245985,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,164530,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,99000,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,66000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,252800,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,158200,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,194350,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,65000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,179400,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,65000,0,M,NorthAmerica,NorthAmerica
SE,FT,Engineer,184600,0,M,NorthAmerica,NorthAmerica
SE,FT,Engineer,99400,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,101000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,95000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,147900,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,103500,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,177800,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,129300,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,231250,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,111000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,170000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,100000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,166080,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,110720,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,287500,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,148000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,270400,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,145600,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,257800,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,147300,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,140000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,120000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,138600,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,74800,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,86250,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,63750,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,164500,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,116500,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,269500,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,158500,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,184000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,113900,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,258750,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,144000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,270400,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,145600,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,356500,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,184000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,124800,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,76128,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,200000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,160000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,206300,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,113400,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,110400,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,68000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,141450,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,104440,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,132250,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,79900,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,118450,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,87550,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,108100,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,79900,0,M,NorthAmerica,NorthAmerica
EX,FT,Software Engineer,259008,0,M,NorthAmerica,NorthAmerica
EX,FT,Software Engineer,172672,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,127500,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,100000,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,116706,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,70024,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,116706,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,70024,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,110000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,85000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,79200,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,61200,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,201000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,126000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,260000,0,L,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,150400,0,L,NorthAmerica,NorthAmerica
EX,FT,Software Engineer,250000,0,M,NorthAmerica,NorthAmerica
EX,FT,Software Engineer,225000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,250000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,130000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,155376,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,95264,100,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,140000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,110000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,80000,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,60000,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,80000,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,60000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,155000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,80000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,181500,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,118800,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,230000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,121000,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,110000,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,80000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Scientist,130000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Scientist,100000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,375666,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,214666,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,225000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,99000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,180000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,90000,0,M,NorthAmerica,NorthAmerica
